numero_section	nom_section	contexte_1	contexte_2	classe	notes
2550	Fonderie (Fabrication de produits moulés) de plomb et alliages contenant du plomb (au moins 3 %). La capacité maximale de production étant :		Supérieure à 100 kg/j	1ère classe	
2550	Fonderie (Fabrication de produits moulés) de plomb et alliages contenant du plomb (au moins 3 %). La capacité maximale de production étant :		Supérieure à 10 kg/j, mais inférieure ou égale à 100 kg/j	2ème classe	
2551	Fonderie (fabrication de produits moulés) de métaux et alliages ferreux. La capacité de production étant :		Supérieure à 10 t/j	1ère classe	
2551	Fonderie (fabrication de produits moulés) de métaux et alliages ferreux. La capacité de production étant :		Supérieure à 1 t/j, mais inférieure ou égale à 10 t/j	2ème classe	
2552	Fonderie (fabrication de produits moulés) de métaux et alliages non ferreux (à l'exclusion de celle relevant de la rubrique 2550). La capacité maximale de production étant :		Supérieure à 2 t/j	1ère classe	
2552	Fonderie (fabrication de produits moulés) de métaux et alliages non ferreux (à l'exclusion de celle relevant de la rubrique 2550). La capacité maximale de production étant :		Supérieure à 100 kg/j, mais inférieure ou égale à 2 t/j	2ème classe	
2560	Métaux et alliages (travail mécanique des - ).La puissance installée de l'ensemble des machines fixes concourant au fonctionnement de l'installation étant :		supérieure à 500 kW	1ère classe	
2560	Métaux et alliages (travail mécanique des - ).La puissance installée de l'ensemble des machines fixes concourant au fonctionnement de l'installation étant :		supérieure à 50 kW, mais inférieure ou égale à 500 kW	2ème classe	
2561	Métaux et alliages (trempe, recuit ou revenu)			2ème classe	
2562	Bains de sels fondus (chauffage et traitements industriels par l'intermédiaire de). Le volume des bains étant :		supérieur à 500 l	1ère classe	
2562	Bains de sels fondus (chauffage et traitements industriels par l'intermédiaire de). Le volume des bains étant :		supérieur à 100 l, mais inférieur ou égal à 500 l	2ème classe	
2564	Nettoyage, dégraissage, décapage de surfaces (métaux, matières plastiques, etc.) par des procédés utilisant des liquides organohalogénés ou des solvants organiques (1). Le volume total des cuves de traitement étant :		Supérieur à 1 500 l	1ère classe	pouvant provoquer le cancer | pouvant induire des anomalies génétiques | pouvant provoquer le cancer par inhalation | pouvant nuire à la fertilité | pouvant nuire au foetus | ou des solvants halogénés susceptibles de provoquer le cancer | sont utilisés dans une machine non fermée (2). | (1) Solvant organique : tout composé organique volatil (composé organique ayant une pression de vapeur de 0,01 kPa ou plus à une température de 293,15 K ou ayant une volatilité correspondante dans des conditions d'utilisation particulières), utilisé seul ou en association avec d'autres agents, sans subir de modification chimique, pour dissoudre des matières premières, des produits ou des déchets, ou utilisé comme agent de nettoyage pour dissoudre des salissures, ou comme dissolvant, dispersant, correcteur de viscosité, correcteur de tension superficielle, plastifiant ou agent protecteur. | (2) Une machine est considérée comme fermée si les seules ouvertures en phase de traitement sont celles servant à l'aspiration des effluents gazeux.
2564	Nettoyage, dégraissage, décapage de surfaces (métaux, matières plastiques, etc.) par des procédés utilisant des liquides organohalogénés ou des solvants organiques (1). Le volume total des cuves de traitement étant :		Supérieur à 200 l, mais inférieur ou égal à 1 500 l.	2ème classe	pouvant provoquer le cancer | pouvant induire des anomalies génétiques | pouvant provoquer le cancer par inhalation | pouvant nuire à la fertilité | pouvant nuire au foetus | ou des solvants halogénés susceptibles de provoquer le cancer | sont utilisés dans une machine non fermée (2). | (1) Solvant organique : tout composé organique volatil (composé organique ayant une pression de vapeur de 0,01 kPa ou plus à une température de 293,15 K ou ayant une volatilité correspondante dans des conditions d'utilisation particulières), utilisé seul ou en association avec d'autres agents, sans subir de modification chimique, pour dissoudre des matières premières, des produits ou des déchets, ou utilisé comme agent de nettoyage pour dissoudre des salissures, ou comme dissolvant, dispersant, correcteur de viscosité, correcteur de tension superficielle, plastifiant ou agent protecteur. | (2) Une machine est considérée comme fermée si les seules ouvertures en phase de traitement sont celles servant à l'aspiration des effluents gazeux.
2564	Nettoyage, dégraissage, décapage de surfaces (métaux, matières plastiques, etc.) par des procédés utilisant des liquides organohalogénés ou des solvants organiques (1). Le volume total des cuves de traitement étant :		Supérieur à 20 l, mais inférieur ou égal à 200 l lorsque des solvants :	2ème classe	pouvant provoquer le cancer | pouvant induire des anomalies génétiques | pouvant provoquer le cancer par inhalation | pouvant nuire à la fertilité | pouvant nuire au foetus | ou des solvants halogénés susceptibles de provoquer le cancer | sont utilisés dans une machine non fermée (2). | (1) Solvant organique : tout composé organique volatil (composé organique ayant une pression de vapeur de 0,01 kPa ou plus à une température de 293,15 K ou ayant une volatilité correspondante dans des conditions d'utilisation particulières), utilisé seul ou en association avec d'autres agents, sans subir de modification chimique, pour dissoudre des matières premières, des produits ou des déchets, ou utilisé comme agent de nettoyage pour dissoudre des salissures, ou comme dissolvant, dispersant, correcteur de viscosité, correcteur de tension superficielle, plastifiant ou agent protecteur. | (2) Une machine est considérée comme fermée si les seules ouvertures en phase de traitement sont celles servant à l'aspiration des effluents gazeux.
2565	Revêtement métallique ou traitement (nettoyage, décapage, conversion, polissage, attaque chimique, etc…) de surfaces (métaux, matières plastiques, semi-conducteurs, etc…) par voie électrolytique ou chimique.	Lorsqu'il y a mise en oeuvre de cadmium		1ère classe	Exclus de cette rubrique : | nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564.
2565	Revêtement métallique ou traitement (nettoyage, décapage, conversion, polissage, attaque chimique, etc…) de surfaces (métaux, matières plastiques, semi-conducteurs, etc…) par voie électrolytique ou chimique.	Procédés utilisant des liquides (sans mise en oeuvre de cadmium). Le volume des cuves de traitement étant :	supérieur à 1 500 litres	1ère classe	Exclus de cette rubrique : | nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564.
2565	Revêtement métallique ou traitement (nettoyage, décapage, conversion, polissage, attaque chimique, etc…) de surfaces (métaux, matières plastiques, semi-conducteurs, etc…) par voie électrolytique ou chimique.	Procédés utilisant des liquides (sans mise en oeuvre de cadmium). Le volume des cuves de traitement étant :	supérieur à 200 litres, mais inférieur ou égal à 1 500 litres	2ème classe	Exclus de cette rubrique : | nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564.
2565	Revêtement métallique ou traitement (nettoyage, décapage, conversion, polissage, attaque chimique, etc…) de surfaces (métaux, matières plastiques, semi-conducteurs, etc…) par voie électrolytique ou chimique.	Traitement en phase gazeuse ou autres traitements sans mise en oeuvre de cadmium		2ème classe	Exclus de cette rubrique : | nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564.
2566	Métaux (décapage ou nettoyage des) par traitement thermique			1ère classe	
2567	Métaux (galvanisation, étamage de - ) ou revêtement métallique d’un matériau quelconque par immersion ou par pulvérisation de métal fondu			1ère classe	
2570	Email.		supérieure à 500 kg / jour	1ère classe	A - Fabrication. | La quantité maximale de matière susceptible d’être fabriquée étant : | A - Fabrication. | La quantité maximale de matière susceptible d’être fabriquée étant : | B - Application.
2570	Email.		supérieure à 50 kg / jour, mais inférieure ou égale à 500 kg / jour	2ème classe	A - Fabrication. | La quantité maximale de matière susceptible d’être fabriquée étant : | A - Fabrication. | La quantité maximale de matière susceptible d’être fabriquée étant : | B - Application.
2610	Engrais simples ou composés à base de phosphore, d’azote ou de potassium (fabrication industrielle par transformation chimique d’)			1ère classe	
2620	Sulfurés (ateliers de fabrication de composés organiques) : mercaptans, thiols, thioacides, thioesters, etc., à l’exception des substances inflammables ou toxiques			1ère classe	
2630	Détergents et savons (fabrication industrielle de – ou à base de - ).		supérieure ou égale à 5 tonnes / jour	1ère classe	La capacité maximale de production étant | La capacité maximale de production étant
2630	Détergents et savons (fabrication industrielle de – ou à base de - ).		supérieure ou égale à 1 tonne / jour, mais inférieure à 5 tonnes / jour	2ème classe	La capacité maximale de production étant | La capacité maximale de production étant
2631	Parfums, huiles essentielles (extraction par la vapeur des -) contenus dans les plantes aromatiques.		supérieure à 50 m3	1ère classe	La capacité totale des vases d’extraction destinés à la distillation étant : | La capacité totale des vases d’extraction destinés à la distillation étant :
2631	Parfums, huiles essentielles (extraction par la vapeur des -) contenus dans les plantes aromatiques.		supérieure à 2,5 m3, mais inférieure ou égale à 50 m3	2ème classe	La capacité totale des vases d’extraction destinés à la distillation étant : | La capacité totale des vases d’extraction destinés à la distillation étant :
2640	Colorants et pigments organiques, minéraux et naturels (fabrication par extraction, synthèse, broyage et emploi de - )		supérieure ou égale à 2 000 kg / jour	1ère classe	La quantité maximale de matière produite ou utilisée étant : | La quantité maximale de matière produite ou utilisée étant : | Exclus de cette rubrique : | activités visées aux rubriques 2330 et 2350
2640	Colorants et pigments organiques, minéraux et naturels (fabrication par extraction, synthèse, broyage et emploi de - )		supérieure ou égale à 200 kg / jour, mais inférieure à 2 000 kg / jour	2ème classe	La quantité maximale de matière produite ou utilisée étant : | La quantité maximale de matière produite ou utilisée étant : | Exclus de cette rubrique : | activités visées aux rubriques 2330 et 2350
2660	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (fabrication ou régénération de - ).		supérieure à 1 000 kg / jour	1ère classe	La capacité maximale de production étant : | La capacité maximale de production étant :
2660	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (fabrication ou régénération de - ).		supérieure à 100 kg / jour, mais inférieure ou égale à 1 000 kg / jour	2ème classe	La capacité maximale de production étant : | La capacité maximale de production étant :
2661	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (transformation de - ).	par des procédés exigeant des conditions particulières de température ou de pression (extrusion, injection, moulage, segmentation à chaud, densification, etc…) :	supérieure à 10 tonnes /jour	1ère classe	La quantité maximale de matière susceptible d’être traitée étant, | La quantité maximale de matière susceptible d’être traitée étant,
2661	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (transformation de - ).	par des procédés exigeant des conditions particulières de température ou de pression (extrusion, injection, moulage, segmentation à chaud, densification, etc…) :	supérieure à 1 tonne / jour, mais inférieure ou égale à 10 tonnes /jour	2ème classe	La quantité maximale de matière susceptible d’être traitée étant, | La quantité maximale de matière susceptible d’être traitée étant,
2661	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (transformation de - ).	par tout procédé exclusivement mécanique (sciage, découpage, meulage, broyage, etc…) :	supérieure ou égale à 200 kW	1ère classe	La quantité maximale de matière susceptible d’être traitée étant, | La quantité maximale de matière susceptible d’être traitée étant,
2661	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (transformation de - ).	par tout procédé exclusivement mécanique (sciage, découpage, meulage, broyage, etc…) :	supérieure ou égale à 40 kW mais inférieure à 200 kW	2ème classe	La quantité maximale de matière susceptible d’être traitée étant, | La quantité maximale de matière susceptible d’être traitée étant,
2662	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (stockage de - ).		supérieur à 1 000 m3	1ère classe	Le volume susceptible d’être stocké étant : | Le volume susceptible d’être stocké étant :
2662	Polymères (matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques) (stockage de - ).		supérieur à 65 m3, mais inférieur ou égal à 1 000 m3	2ème classe	Le volume susceptible d’être stocké étant : | Le volume susceptible d’être stocké étant :
2663	Pneumatiques et produits dont 50% au moins de la masse totale unitaire est composée de polymères [matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques] (stockage de - ). Le volume susceptible d’être stocké étant,	A l’état alvéolaire ou expansé tels que mousse de latex, de polyuréthanne, de polystyrène, etc, le volume susceptible d’être stocké étant :	supérieur ou égal à 1 000 m3	1ère classe	
2663	Pneumatiques et produits dont 50% au moins de la masse totale unitaire est composée de polymères [matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques] (stockage de - ). Le volume susceptible d’être stocké étant,	A l’état alvéolaire ou expansé tels que mousse de latex, de polyuréthanne, de polystyrène, etc, le volume susceptible d’être stocké étant :	supérieur à 65 m3, mais inférieur ou égal à 1 000 m3	2ème classe	
2663	Pneumatiques et produits dont 50% au moins de la masse totale unitaire est composée de polymères [matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques] (stockage de - ). Le volume susceptible d’être stocké étant,	Dans les autres cas et pour les pneumatiques, le volume susceptible d’être stocké étant :	supérieur à 10 000 m3	1ère classe	
2663	Pneumatiques et produits dont 50% au moins de la masse totale unitaire est composée de polymères [matières plastiques, caoutchoucs, élastomères, résines et adhésifs synthétiques] (stockage de - ). Le volume susceptible d’être stocké étant,	Dans les autres cas et pour les pneumatiques, le volume susceptible d’être stocké étant :	supérieur à 400 m3, mais inférieur ou égal à 10 000 m3	2ème classe	
2670	Accumulateurs et piles (fabrication d’- ) contenant du plomb, du cadmium ou du mercure			1ère classe	
2680	Organismes génétiquement modifiés (installations où sont mis en oeuvre dans un processus de production industrielle ou commercial des)			1ère classe	
2681	Micro-organismes naturels pathogènes (mise en oeuvre dans des installations de production industrielle)			1ère classe	
2710	Déchetteries aménagées pour la collecte des encombrants, matériaux ou produits triés et apportés par le public :		supérieure à 2 000 m²	1ère classe	"La superficie de l’installation étant : | La superficie de l’installation étant : | Nota : | Sont compris dans cette rubrique : | - monstres (gros électroménager, mobilier, éléments de véhicules, etc…), déchets de jardin, déchets de démolition, déblais, gravats, terre ; | - bois, métaux, papiers cartons, plastiques, textiles, verres ; | - déchets dangereux (huiles usagées, piles et batteries, médicaments, solvants, peintures, acides et bases, produits phytosanitaires, etc…) usés ou non."
2710	Déchetteries aménagées pour la collecte des encombrants, matériaux ou produits triés et apportés par le public :		supérieure à 200 m² mais inférieure ou égale à 2 000 m²	2ème classe	"La superficie de l’installation étant : | La superficie de l’installation étant : | Nota : | Sont compris dans cette rubrique : | - monstres (gros électroménager, mobilier, éléments de véhicules, etc…), déchets de jardin, déchets de démolition, déblais, gravats, terre ; | - bois, métaux, papiers cartons, plastiques, textiles, verres ; | - déchets dangereux (huiles usagées, piles et batteries, médicaments, solvants, peintures, acides et bases, produits phytosanitaires, etc…) usés ou non."
2711	Transit, regroupement, tri, désassemblage, remise en état d’équipements électriques et électroniques mis au rebut. Le volume susceptible d’être entreposé étant :		Supérieur ou égal à 250 m3	1ère classe	
2711	Transit, regroupement, tri, désassemblage, remise en état d’équipements électriques et électroniques mis au rebut. Le volume susceptible d’être entreposé étant :		Supérieur ou égal à 50 m3 mais inférieur à 250 m3	2ème classe	
2712	Installation de stockage, dépollution, démontage, découpage ou broyage de véhicules hors d’usage ou de différents moyens de transport hors d’usage, la surface totale de l’installation étant :		supérieure à 100 m2	1ère classe	2713
2712	Installation de stockage, dépollution, démontage, découpage ou broyage de véhicules hors d’usage ou de différents moyens de transport hors d’usage, la surface totale de l’installation étant :		supérieure à 50 m2 mais inférieure ou égale à 100 m2	2ème classe	2713
2713	Installation de transit, regroupement ou tri de		Supérieur ou égale à 1 000 m2	1ère classe	- métaux ou de déchets de métaux non dangereux, | - d’alliage de métaux ou de déchets d’alliage de métaux non dangereux, | - à l’exclusion des activités et installations visées aux rubriques 2710, 2711 et 2712. | - métaux ou de déchets de métaux non dange
2713	Installation de transit, regroupement ou tri de		Supérieur ou égale à 100 m2 et inférieure à 1 000 m2	2ème classe	- métaux ou de déchets de métaux non dangereux, | - d’alliage de métaux ou de déchets d’alliage de métaux non dangereux, | - à l’exclusion des activités et installations visées aux rubriques 2710, 2711 et 2712. | - métaux ou de déchets de métaux non dange
2714	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 1 000 m3	1ère classe	- déchets non dangereux, | - papiers/cartons, | - plastiques, | - caoutchouc, | - textiles, | bois | - à l’exclusion des activités visées aux rubriques 2710 et 2711. | Le volume susceptible d’être présent dans l’installation étant : | - déchets non danger
2714	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 100 m3 mais inférieur à 1 000 m3	2ème classe	- déchets non dangereux, | - papiers/cartons, | - plastiques, | - caoutchouc, | - textiles, | bois | - à l’exclusion des activités visées aux rubriques 2710 et 2711. | Le volume susceptible d’être présent dans l’installation étant : | - déchets non danger
2715	Installation de transit, regroupement ou tri de déchets non dangereux de verre à l’exclusion des installations visées à la rubrique 2710, le volume susceptible d’être présent dans l’installation étant supérieur ou égal à 250 m³.			2ème classe	
2716	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 1 000 m3	1ère classe	déchets non dangereux non inertes | - à l’exclusion des installations visées aux rubriques 2710, 2711, 2712, 2713, 2714, 2715 et 2719. | Le volume susceptible d’être présent dans l’installation étant : | déchets non dangereux non inertes | - à l’exclusion des installations visées aux rubriques 2710, 2711, 2712, 2713, 2714, 2715 et 2719. | Le volume susceptible d’être présent dans l’installation étant : | Sont exclus de cette rubrique : | les déchets issus des opérations de curage de rivière sur le domaine public fluvial effectuées par la Polynésie française.
2716	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 100 m3 mais inférieur à 1 000 m3	2ème classe	déchets non dangereux non inertes | - à l’exclusion des installations visées aux rubriques 2710, 2711, 2712, 2713, 2714, 2715 et 2719. | Le volume susceptible d’être présent dans l’installation étant : | déchets non dangereux non inertes | - à l’exclusion des installations visées aux rubriques 2710, 2711, 2712, 2713, 2714, 2715 et 2719. | Le volume susceptible d’être présent dans l’installation étant : | Sont exclus de cette rubrique : | les déchets issus des opérations de curage de rivière sur le domaine public fluvial effectuées par la Polynésie française.
2717	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 50 m3	1ère classe	"déchets dangereux | déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées | - à l’exclusion des installations visées aux rubriques 1313, 2710, 2711, 2712, et 2719. | Le volume susceptible d’être présent dans l’installation étant : | déchets dangereux | déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées | - à l’exclusion des installations visées aux rubriques 1313, 2710, 2711, 2712, et 2719. | Le volume susceptible d’être présent dans l’installation étant : | Sont exclus de cette rubrique : | - les installations de regroupement des déchets d’activités de soins à risques dédiés au personnel de santé ; | - les points d’apport volontaire ; | - les installations de transit, de regroupement ou de tri de ces déchets dont la durée de stockage est inférieure à 7 jours."
2717	Installation de transit, regroupement ou tri de :		Supérieur ou égal à 10 m3 mais inférieur à 50 m3	2ème classe	"déchets dangereux | déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées | - à l’exclusion des installations visées aux rubriques 1313, 2710, 2711, 2712, et 2719. | Le volume susceptible d’être présent dans l’installation étant : | déchets dangereux | déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées | - à l’exclusion des installations visées aux rubriques 1313, 2710, 2711, 2712, et 2719. | Le volume susceptible d’être présent dans l’installation étant : | Sont exclus de cette rubrique : | - les installations de regroupement des déchets d’activités de soins à risques dédiés au personnel de santé ; | - les points d’apport volontaire ; | - les installations de transit, de regroupement ou de tri de ces déchets dont la durée de stockage est inférieure à 7 jours."
2719	Installation temporaire de transit de déchets issus de pollutions accidentelles marines ou fluviales ou de déchets issus de catastrophes naturelles. Le volume susceptible d’être présent dans l’installation étant supérieur à 100 m³.			2ème classe	
2720	Installation de stockage de déchets résultant de la prospection, de l’extraction, du traitement et du stockage de ressources minérales y compris les sites d’extraction choisis pour y accumuler ou déposer des déchets solides, liquides, en solution ou en suspension.			1ère classe	
2730	Sous-produits d’origine animale, y compris débris, issues et cadavres (traitement de), y compris de lavage des laines de peaux, laines brutes, laines en suint, à l’exclusion des activités visées par d’autres rubriques de la nomenclature, des établissements de diagnostic, de recherche et d’enseignement :		La capacité de traitement étant supérieure à 1 t / j.	1ère classe	
2730	Sous-produits d’origine animale, y compris débris, issues et cadavres (traitement de), y compris de lavage des laines de peaux, laines brutes, laines en suint, à l’exclusion des activités visées par d’autres rubriques de la nomenclature, des établissements de diagnostic, de recherche et d’enseignement :		La capacité de traitement étant de 500 kg à 1 t / j.	2ème classe	
2731	Sous-produits d’origine animale, y compris débris, issues et cadavres (dépôt de), à l’exclusion des		La quantité susceptible d’être présente dans l’installation étant supérieure à 1 t.	1ère classe	dépôts de peaux, des établissements de diagnostic, de recherche et d’enseignement et des dépôts annexés et directement liés aux installations dont les activités sont classées sous les rubriques 2101 à 2130, 2170, 2210, 2221, 2230, et 2240 de la présente nomenclature : | dépôts de peaux, des établissements de diagnostic, de recherche et d’enseignement et des dépôts annexés et directement liés aux installations dont les activités sont classées sous les rubriques 2101 à 2130, 2170, 2210, 2221, 2230, et 2240 de la présente nomenclature :
2731	Sous-produits d’origine animale, y compris débris, issues et cadavres (dépôt de), à l’exclusion des		La quantité susceptible d’être présente dans l’installation étant de 500 kg à 1 t.	2ème classe	dépôts de peaux, des établissements de diagnostic, de recherche et d’enseignement et des dépôts annexés et directement liés aux installations dont les activités sont classées sous les rubriques 2101 à 2130, 2170, 2210, 2221, 2230, et 2240 de la présente nomenclature : | dépôts de peaux, des établissements de diagnostic, de recherche et d’enseignement et des dépôts annexés et directement liés aux installations dont les activités sont classées sous les rubriques 2101 à 2130, 2170, 2210, 2221, 2230, et 2240 de la présente nomenclature :
2740	Incinération de cadavres d’animaux ou de sous-produits d’origine animale		La capacité de traitement étant supérieure à 1 t/j.	1ère classe	
2740	Incinération de cadavres d’animaux ou de sous-produits d’origine animale		La capacité de traitement étant inférieure à 1t/j.	2ème classe	
2750	Station d’épuration collective d’eaux résiduaires industrielles en provenance d’au moins une installation classée soumise à autorisation			1ère classe	
2751	Station d’épuration collective de déjections animales			1ère classe	
2752	Station d’épuration mixte (recevant des eaux résiduaires domestiques et des eaux résiduaires industrielles) ayant une capacité nominale de traitement d’au moins 10 000 équivalents-habitants, lorsque la charge des eaux résiduaires industrielles en provenance d’installations classées autorisées est supérieure à 70% de la capacité de la station en DCO.			1ère classe	
2760	Installations de stockage de déchets autre que celles mentionnées à la rubrique 2720			1ère classe	Nota : | Sont notamment concernés par cette rubrique les centres d’enfouissement techniques de 1ère, 2ème et 3ème catégorie.
2770	Installation de traitement thermique :			1ère classe	de déchets dangereux | ou de déchets contenant des substances dangereuses | - ou préparations dangereuses classées 1171, 1172, 1173, 12XX, 13XX, 14XX et 2255 de la nomenclature des installations classées | Nota : | Les incinérateurs de Montfort ne relèvent pas de la classification des installations classées.
2771	Installation de traitement thermique de déchets non dangereux :		La capacité de traitement étant supérieure à 1 t / j.	1ère classe	Nota : | Les incinérateurs de Montfort ne relèvent pas de la classification des installations classées.
2771	Installation de traitement thermique de déchets non dangereux :		La capacité de traitement étant inférieure à 1 t / j.	2ème classe	Nota : | Les incinérateurs de Montfort ne relèvent pas de la classification des installations classées.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage de matière végétale brute, effluents d’élevage, matières stercoraires	"La quantité de matières traitées étant supérieure ou égale à 30 t/j ;"	1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage de matière végétale brute, effluents d’élevage, matières stercoraires	La quantité de matières traitées étant supérieure ou égale à 3 t/j et inférieure à 30 t/j.	2ème classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage de la fraction fermentescible des ordures ménagères (FFOM), de denrées végétales déclassées, de rebuts de fabrication de denrées alimentaires végétales, de boues de station d’épuration des eaux urbaines, de papeteries, d’industries agroalimentaires, seuls ou en mélange avec des déchets végétaux ou des effluents d’élevages ou des matières stercoraires :	"La quantité de matières traitées étant supérieure ou égale à 20 t/j ;"	1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage de la fraction fermentescible des ordures ménagères (FFOM), de denrées végétales déclassées, de rebuts de fabrication de denrées alimentaires végétales, de boues de station d’épuration des eaux urbaines, de papeteries, d’industries agroalimentaires, seuls ou en mélange avec des déchets végétaux ou des effluents d’élevages ou des matières stercoraires :	La quantité de matières traitées étant supérieure ou égale à 500 kg/j et inférieure à 20 t/j.	2ème classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage d’effluents d’élevage, matières stercoraires, déchets d’abattage hygiénisés en mélange avec de la matière végétale :	"La quantité de matières traitées étant supérieure ou égale à 20 t/j ;"	1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage d’effluents d’élevage, matières stercoraires, déchets d’abattage hygiénisés en mélange avec de la matière végétale :	La quantité de matières traitées étant supérieure ou égale à 500 kg/j et inférieure à 20 t/j.	2ème classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Compostage d’autres déchets.		1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Stabilisation biologique de boues (lits plantés de roseaux ou autre végétal, et bassins d'aération) :	"La quantité de matières sèches traitées étant supérieure ou égale à 200 kg/j ;"	1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Stabilisation biologique de boues (lits plantés de roseaux ou autre végétal, et bassins d'aération) :	La quantité de matières sèches traitées étant supérieure ou égale à 50 kg/j.	2ème classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Stabilisation biologique de graisses :	"La quantité de matières traitées étant supérieure ou égale à 2 t/j ;"	1ère classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6. | En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2780	Installations des traitements aérobies (compostage ou stabilisation biologique) de déchets non dangereux ou matière végétale brute, ayant le cas échéant subi une étape de méthanisation :	Stabilisation biologique de graisses :	La quantité de matières traitées étant supérieure ou égale à 500 kg/j.	2ème classe	En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6. | En cas de mélange boues et graisses, si la proportion de graisses dépasse 50 %, le déchet non dangereux est considéré au point n° 6.
2781	Installations de méthanisation de déchets non dangereux ou matière végétale brute à l’exclusion des installations de stations d’épuration urbaines	Méthanisation de matière végétale brute, effluents d’élevage, matières stercoraires, déchets végétaux d’industries agroalimentaires :	La quantité de matières traitées étant supérieure ou égale à 30 t / j	1ère classe	
